x y mag_blue mag_red color
2425.665 2972.492 22.863 22.153 0.711
2689.341 2932.360 22.662 21.975 0.688
2724.620 2987.580 23.900 23.029 0.871
7130.473 2965.907 23.202 22.422 0.780
7191.217 2929.581 23.732 22.892 0.840
7203.370 2975.595 23.496 22.700 0.796
2904.660 2986.292 20.359 19.904 0.455
2954.106 2911.507 20.529 20.073 0.456
3173.501 2973.037 20.907 20.424 0.483
3194.188 2956.559 23.822 22.944 0.878
3216.650 3013.066 20.890 20.410 0.481
7062.311 3013.193 22.670 21.992 0.678
3872.219 2912.264 22.256 21.638 0.618
3875.115 2915.446 23.814 22.918 0.896
3643.506 2987.308 21.070 20.583 0.487
3677.448 2903.058 23.682 22.837 0.845
3385.068 3011.815 22.574 21.907 0.666
3470.248 2937.821 23.231 22.448 0.783
3461.175 2970.529 23.738 22.883 0.856
3061.622 2943.502 21.588 21.043 0.545
3070.671 2952.315 22.654 21.962 0.692
3086.907 3004.862 21.375 20.859 0.516
3100.143 2985.690 23.738 22.874 0.864
6912.151 2944.148 23.152 22.411 0.741
6933.730 2992.988 23.214 22.483 0.731
6960.580 2965.660 21.440 20.931 0.509
6975.207 2904.004 23.051 22.312 0.739
6888.909 2935.639 23.937 23.046 0.891
3500.657 2955.572 22.531 21.857 0.674
3497.240 2972.926 23.496 22.690 0.805
3844.426 2939.247 22.537 21.878 0.659
3790.769 2906.039 23.153 22.370 0.783
6790.590 3015.037 21.611 21.093 0.518
6794.751 2935.773 21.243 20.741 0.502
6808.109 2913.878 23.254 22.428 0.826
6845.882 2920.949 23.090 22.338 0.751
6613.792 2916.709 22.159 21.563 0.596
6523.464 2989.337 21.639 21.114 0.525
6595.603 2946.561 23.824 22.956 0.869
6282.070 2943.589 22.550 21.902 0.649
6374.619 2897.641 23.766 22.894 0.872
6656.075 2967.231 20.924 20.454 0.471
6385.608 2950.988 22.324 21.653 0.671
6388.281 2962.573 22.662 22.012 0.651
6403.094 2943.574 21.296 20.810 0.486
6432.654 2923.086 23.781 22.909 0.872
5219.392 2933.532 21.684 21.145 0.539
5222.900 2953.059 20.897 20.419 0.478
5229.646 2956.836 22.499 21.834 0.665
5266.020 3015.143 21.762 21.206 0.556
5289.292 2961.128 22.827 22.002 0.825
6035.604 3001.117 21.365 20.864 0.501
6055.704 2982.589 22.217 21.596 0.621
6108.339 3006.069 21.849 21.288 0.561
5303.975 2947.869 22.022 21.433 0.590
5390.016 3012.998 21.290 20.781 0.509
5311.102 3000.543 23.831 22.951 0.880
5388.020 2916.172 23.861 22.994 0.867
5404.743 2929.822 23.175 22.395 0.780
5409.257 2910.902 23.989 23.086 0.903
4117.021 2901.526 21.951 21.369 0.582
4134.679 2952.962 20.242 19.798 0.444
4127.489 2943.793 23.738 22.864 0.874
4147.273 2978.755 23.526 22.689 0.838
4200.181 2921.157 23.642 22.785 0.857
4149.407 2982.016 23.783 22.913 0.870
5676.262 2989.448 22.696 22.025 0.671
5959.409 2998.506 23.197 22.443 0.755
5961.112 2938.117 22.996 22.257 0.739
5983.479 2954.452 22.558 21.926 0.631
3980.452 2933.139 21.995 21.402 0.592
4067.251 2992.948 20.857 20.357 0.500
4025.974 2973.484 23.801 22.947 0.853
5551.135 2942.766 20.687 20.225 0.462
5641.826 2968.701 21.756 21.208 0.548
5598.942 3001.177 23.773 22.918 0.855
5013.726 2930.347 21.877 21.313 0.564
5019.160 2914.271 22.442 21.778 0.664
5110.238 2910.602 21.614 21.096 0.518
5128.708 2915.401 21.839 21.272 0.566
5136.068 3012.315 22.347 21.710 0.637
5061.455 2917.277 23.408 22.613 0.795
6136.648 2948.343 22.721 22.025 0.696
6143.330 2934.499 22.106 21.502 0.604
6163.590 2964.759 20.954 20.487 0.467
6174.892 2913.704 20.907 20.440 0.467
6200.661 2935.381 22.311 21.690 0.622
6246.574 3009.909 20.458 20.017 0.442
6247.823 2901.534 20.341 19.908 0.433
6137.560 2935.958 23.384 22.617 0.767
5848.557 2916.954 21.195 20.687 0.508
5831.850 2903.753 23.966 23.082 0.884
5873.394 2949.365 23.606 22.772 0.834
5469.524 2993.369 22.660 21.995 0.664
5483.536 2951.374 22.042 21.448 0.594
5503.435 2905.291 23.078 22.340 0.739
5525.440 2955.313 21.364 20.856 0.507
5442.472 2929.381 23.437 22.625 0.811
4231.177 3000.138 21.476 20.953 0.524
4259.864 2936.941 22.264 21.648 0.615
4321.152 2983.874 21.248 20.750 0.498
4225.102 2936.679 23.646 22.803 0.843
4232.471 2903.325 23.505 22.665 0.840
4290.995 2930.300 23.297 22.522 0.776
4472.704 2949.487 22.866 22.134 0.732
4508.489 3007.104 20.520 20.060 0.460
4512.711 2929.425 21.770 21.209 0.561
4519.278 2990.104 22.116 21.494 0.622
4537.701 2983.086 23.748 22.882 0.866
4510.895 2907.918 23.226 22.431 0.795
4674.095 2978.275 22.266 21.659 0.607
4617.375 2932.508 23.634 22.830 0.804
4703.502 2952.512 21.686 21.134 0.553
4803.963 2965.067 21.355 20.835 0.520
4809.928 2948.673 21.320 20.807 0.513
4709.716 2903.762 23.926 23.068 0.858
1749.569 3037.694 22.996 22.263 0.732
1766.289 3128.888 22.753 22.093 0.661
7240.127 3120.878 23.380 22.585 0.795
7306.644 3073.016 23.699 22.848 0.852
1862.731 3095.555 21.787 21.262 0.524
1963.676 3079.252 23.081 22.330 0.752
2044.184 3113.780 22.035 21.429 0.605
2085.534 3077.990 23.522 22.683 0.839
2096.271 3105.633 20.388 19.932 0.456
2166.914 3072.795 22.645 22.004 0.641
2259.834 3073.577 22.362 21.730 0.632
2485.434 3016.682 22.108 21.492 0.616
2533.616 3089.399 20.413 19.968 0.445
2455.411 3055.892 23.887 23.000 0.887
2535.585 3092.782 23.203 22.331 0.871
2563.770 3044.271 22.295 21.668 0.628
2626.285 3119.150 22.616 21.938 0.677
2635.562 3112.403 23.348 22.453 0.895
2680.294 3089.023 22.059 21.456 0.603
2705.063 3133.119 22.145 21.525 0.620
2727.558 3039.471 20.279 19.829 0.450
2847.123 3127.391 22.290 21.665 0.625
2834.718 3037.831 23.770 22.880 0.890
3352.774 3016.326 21.473 20.952 0.521
3281.032 3051.017 23.789 22.924 0.865
3338.513 3087.094 23.144 22.354 0.790
3045.350 3111.302 23.492 22.655 0.837
6993.723 3095.979 22.099 21.512 0.587
7057.873 3129.608 21.863 21.307 0.556
2929.577 3102.808 22.718 22.052 0.667
6939.964 3063.116 23.130 22.396 0.734
6942.462 3086.276 20.501 20.055 0.446
6621.643 3066.159 23.583 22.773 0.810
6722.324 3043.003 20.473 20.037 0.435
6660.542 3018.062 23.792 22.958 0.834
3203.933 3125.107 22.200 21.576 0.624
3208.033 3074.068 22.414 21.780 0.633
3244.814 3117.166 20.351 19.907 0.445
4085.302 3048.576 20.782 20.309 0.473
4033.875 3050.197 23.501 22.637 0.864
4082.375 3101.920 23.976 23.037 0.938
4092.195 3078.042 23.481 22.668 0.812
3591.076 3059.501 21.594 21.004 0.590
3561.330 3035.258 23.863 22.956 0.906
6550.841 3061.456 21.146 20.661 0.485
6562.387 3131.614 21.153 20.663 0.490
6570.697 3079.429 22.925 22.220 0.705
3747.565 3050.438 21.009 20.534 0.475
3770.018 3045.339 23.591 22.865 0.726
3771.802 3044.579 23.618 22.783 0.835
5776.505 3035.264 22.577 21.908 0.669
5789.449 3069.961 20.810 20.345 0.465
5813.612 3040.800 21.468 20.948 0.520
5858.285 3047.231 22.175 21.569 0.606
4104.327 3105.376 21.655 21.101 0.554
4156.035 3121.177 22.505 21.836 0.669
4175.639 3028.750 23.037 22.275 0.762
4181.130 3133.005 23.778 22.894 0.884
4191.622 3049.258 23.906 23.053 0.853
3393.861 3130.117 22.071 21.473 0.598
5140.055 3102.087 20.842 20.361 0.481
5161.925 3027.427 23.462 22.640 0.823
5166.848 3107.132 23.908 23.043 0.865
6786.981 3028.135 21.270 20.776 0.494
6819.833 3077.743 20.918 20.457 0.461
6826.126 3100.859 22.308 21.596 0.712
6847.102 3060.800 22.867 22.161 0.706
6845.623 3089.767 23.973 23.094 0.879
5557.448 3069.501 23.682 22.855 0.827
5587.311 3060.575 21.399 20.872 0.527
5598.016 3077.273 20.578 20.126 0.451
5619.558 3113.093 21.616 21.086 0.530
6300.134 3025.689 21.551 21.033 0.518
3856.984 3060.119 22.931 22.198 0.733
3882.399 3043.340 21.487 20.954 0.533
3888.752 3111.587 21.914 21.353 0.561
3974.621 3131.916 21.108 20.612 0.496
3892.541 3134.602 23.058 22.324 0.734
5189.450 3056.235 21.650 21.050 0.600
5225.105 3080.556 21.707 21.150 0.557
5231.315 3050.523 21.587 21.050 0.537
5683.835 3069.680 21.720 21.180 0.540
5689.212 3096.117 23.281 22.525 0.756
5732.538 3072.354 22.356 21.715 0.641
5485.042 3046.200 22.501 21.845 0.656
5485.989 3065.410 20.441 19.984 0.456
5462.735 3104.191 22.870 22.158 0.712
5342.269 3097.968 21.027 20.548 0.479
5364.992 3035.141 22.223 21.629 0.594
5369.820 3130.553 21.371 20.852 0.519
5373.959 3031.294 21.837 21.236 0.601
5923.446 3108.445 22.569 21.914 0.655
5988.744 3022.680 22.029 21.419 0.611
6021.405 3018.105 22.250 21.640 0.610
6034.054 3018.548 21.642 21.103 0.539
6068.848 3135.358 22.513 21.856 0.657
6084.632 3103.949 23.271 22.498 0.773
6110.020 3099.655 23.572 22.749 0.822
6216.597 3116.364 22.332 21.647 0.686
6151.898 3130.851 23.720 22.869 0.850
3645.182 3124.199 23.095 22.351 0.745
6395.085 3050.886 21.945 21.374 0.571
6478.313 3038.331 22.303 21.677 0.626
6478.503 3102.848 20.884 20.422 0.462
4259.207 3055.400 21.968 21.388 0.581
4268.673 3058.531 22.046 21.458 0.588
4275.502 3124.914 20.549 20.098 0.451
4306.185 3064.983 21.434 20.914 0.520
4317.799 3024.726 22.787 22.023 0.763
4222.199 3047.326 23.922 23.007 0.916
4400.261 3084.852 22.543 21.851 0.692
4419.017 3036.732 21.152 20.655 0.497
5006.767 3098.416 21.380 20.862 0.518
5027.894 3080.957 23.395 22.581 0.814
4836.405 3057.280 22.882 22.138 0.744
4818.827 3041.622 23.672 22.844 0.828
4706.629 3096.293 23.279 22.510 0.768
4732.417 3069.035 22.308 21.671 0.637
4746.602 3110.100 21.692 21.128 0.564
4751.666 3128.784 22.119 21.507 0.612
4799.319 3078.670 20.882 20.411 0.471
4772.622 3117.250 23.449 22.628 0.820
4806.677 3100.551 23.969 23.076 0.893
4813.381 3081.265 23.637 22.688 0.949
4492.093 3019.315 21.543 21.002 0.541
4568.908 3115.237 20.662 20.195 0.467
4460.208 3121.898 22.390 21.745 0.645
4620.867 3091.142 22.740 21.955 0.785
4693.796 3099.889 23.564 22.712 0.852
7498.793 3243.724 22.314 21.696 0.618
7510.578 3245.653 22.380 21.785 0.595
7512.230 3159.799 20.275 19.842 0.433
7437.061 3244.672 23.640 22.821 0.819
1747.239 3191.689 22.764 22.056 0.708
1811.407 3189.092 21.307 20.687 0.620
1813.947 3171.189 20.954 20.469 0.485
1849.127 3255.448 21.787 21.211 0.575
7248.833 3202.674 20.516 20.073 0.442
7313.179 3168.121 22.169 21.584 0.585
7329.328 3195.411 21.852 21.243 0.609
2013.795 3153.521 23.145 22.350 0.796
2187.211 3183.781 21.966 21.388 0.578
2475.382 3225.400 23.185 22.336 0.849
2478.220 3204.504 20.535 20.080 0.455
2497.045 3148.660 23.534 22.589 0.945
2310.732 3166.913 22.748 22.004 0.744
2348.346 3203.274 21.282 20.773 0.509
2369.669 3170.349 22.785 22.069 0.715
2369.939 3153.062 22.400 21.765 0.635
2378.549 3154.685 21.747 21.183 0.564
2315.432 3227.247 23.635 22.778 0.857
2102.346 3225.748 22.355 21.706 0.649
2103.981 3250.954 20.501 20.048 0.453
2121.185 3192.036 20.642 20.185 0.458
2099.069 3199.394 23.815 22.925 0.889
7045.661 3202.765 22.360 21.745 0.616
6983.594 3233.640 23.689 22.814 0.875
6998.468 3237.631 23.795 22.881 0.915
7083.248 3182.850 23.000 22.266 0.734
2571.302 3177.056 22.614 21.931 0.683
2617.407 3240.031 21.982 21.394 0.588
6869.744 3162.172 22.279 21.679 0.600
6892.419 3234.189 22.448 21.813 0.635
6945.159 3228.860 23.172 22.415 0.756
6965.920 3161.608 21.411 20.910 0.500
6974.874 3220.123 20.912 20.446 0.465
6902.225 3213.123 23.785 22.926 0.859
3121.246 3152.961 21.427 20.899 0.528
3130.144 3228.116 23.042 22.292 0.750
3114.106 3228.229 23.543 22.714 0.829
2804.930 3213.497 22.635 21.971 0.664
2815.952 3194.240 22.020 21.428 0.592
2894.690 3155.561 23.936 23.057 0.879
6819.005 3243.747 22.665 21.990 0.675
6846.983 3157.101 22.744 22.075 0.670
3000.665 3237.923 20.502 20.052 0.451
2982.820 3240.257 23.878 23.003 0.875
3233.075 3170.313 20.450 20.001 0.448
3233.849 3182.107 21.750 21.188 0.562
3252.956 3165.785 22.926 22.201 0.726
3155.948 3210.249 23.992 23.031 0.960
3246.180 3221.367 23.082 22.323 0.759
3326.044 3202.391 22.165 21.506 0.659
3342.944 3164.322 22.815 22.108 0.707
6618.401 3167.913 22.064 21.484 0.581
6692.629 3138.805 21.654 21.127 0.528
6627.612 3219.130 23.400 22.613 0.787
6499.984 3242.592 22.985 22.274 0.711
6518.055 3254.086 22.131 21.517 0.614
6599.334 3145.400 22.288 21.675 0.613
3795.158 3246.892 20.832 20.354 0.478
3847.904 3202.359 21.566 21.026 0.540
3818.355 3206.747 23.274 22.358 0.916
3381.028 3235.075 22.617 21.909 0.709
3418.991 3164.919 20.580 20.126 0.454
3437.156 3214.385 21.433 20.907 0.526
3479.376 3247.032 21.662 21.123 0.539
3637.949 3209.591 21.213 20.711 0.502
3657.494 3157.174 21.977 21.386 0.590
3663.493 3166.979 20.520 20.065 0.454
3685.836 3148.873 21.567 21.033 0.534
3707.920 3156.321 20.505 20.054 0.450
3707.894 3216.822 21.901 21.294 0.608
4091.304 3246.879 21.448 20.918 0.529
3858.689 3213.421 23.095 22.359 0.735
3861.689 3155.698 21.921 21.326 0.595
3862.365 3189.610 21.289 20.777 0.512
6347.874 3163.987 22.368 21.736 0.632
6353.795 3175.273 23.566 22.744 0.822
3532.088 3243.064 22.046 21.445 0.601
3580.606 3185.122 20.480 20.027 0.453
3584.859 3147.615 21.728 21.178 0.550
3589.302 3181.624 21.800 21.230 0.570
3580.547 3222.634 23.921 22.991 0.930
5979.225 3157.056 21.841 21.284 0.557
5791.206 3238.896 20.882 20.408 0.474
5112.557 3242.537 21.419 20.900 0.518
5072.807 3221.201 23.580 22.770 0.809
5127.201 3204.595 23.468 22.649 0.819
6385.899 3147.206 22.663 21.993 0.670
6399.445 3165.270 22.090 21.498 0.592
6459.485 3189.268 23.681 22.846 0.835
5667.977 3211.778 22.891 22.182 0.710
5722.032 3187.332 23.194 22.422 0.771
4101.741 3204.937 20.739 20.270 0.468
4144.386 3149.659 22.982 22.230 0.751
5614.065 3234.747 21.490 20.971 0.519
5618.980 3157.344 23.942 23.055 0.887
5204.952 3156.924 20.859 20.340 0.519
5258.541 3167.250 22.911 22.201 0.709
5273.627 3174.869 21.190 20.683 0.507
5242.355 3166.985 23.276 22.492 0.784
5335.510 3247.769 22.008 21.417 0.592
4235.682 3138.244 22.856 22.125 0.731
4243.248 3148.734 23.576 22.716 0.860
5469.340 3209.225 22.446 21.813 0.633
5496.842 3232.205 22.600 21.947 0.653
5506.227 3223.404 22.279 21.658 0.621
5523.472 3194.806 21.623 21.066 0.558
6222.082 3207.938 22.729 22.055 0.673
6237.696 3151.036 20.714 20.262 0.452
6255.046 3243.221 21.570 21.047 0.523
6034.265 3140.984 22.365 21.700 0.665
4393.874 3182.124 22.636 21.957 0.679
5005.373 3151.953 20.907 20.428 0.478
5013.664 3211.314 20.190 19.749 0.440
5024.748 3171.466 21.209 20.705 0.504
4823.881 3196.698 23.696 22.854 0.843
4828.966 3207.794 23.715 22.887 0.828
4798.272 3158.614 23.149 22.324 0.825
4786.114 3142.660 23.720 22.856 0.864
4613.688 3214.159 23.878 22.994 0.885
4617.242 3142.716 23.829 22.982 0.847
4677.245 3182.602 23.543 22.724 0.819
4484.810 3152.960 23.706 22.845 0.861
4493.259 3206.728 22.767 22.061 0.706
4500.139 3236.747 22.150 21.538 0.611
7459.096 3341.706 20.378 19.948 0.431
7516.393 3333.495 20.861 20.411 0.450
7379.969 3282.245 22.916 22.205 0.711
7418.776 3370.116 21.017 20.552 0.465
7443.385 3351.992 23.696 22.806 0.890
7455.877 3280.692 20.263 19.836 0.426
1813.731 3310.847 21.994 21.392 0.602
1876.851 3283.784 21.948 21.291 0.657
2250.478 3372.983 23.724 22.868 0.856
2156.176 3344.333 22.294 21.622 0.672
7219.564 3325.624 20.728 20.254 0.474
7240.763 3316.830 22.376 21.752 0.625
7276.387 3341.786 23.051 22.305 0.746
7311.973 3347.493 22.870 22.172 0.698
7317.584 3340.609 23.331 22.545 0.786
7317.961 3322.950 21.073 20.608 0.465
7331.286 3256.123 23.783 22.927 0.856
1967.177 3366.256 21.793 21.194 0.599
2008.030 3350.738 21.223 20.714 0.509
2618.751 3349.527 20.854 20.378 0.476
2577.868 3344.896 23.763 22.871 0.891
2455.824 3357.338 23.020 22.160 0.860
2495.966 3357.356 23.021 22.265 0.756
2512.193 3355.202 22.837 22.131 0.706
2517.901 3347.703 22.820 22.121 0.699
2531.510 3276.213 23.378 22.592 0.786
2475.636 3335.809 23.715 22.852 0.863
2701.438 3330.692 23.865 22.995 0.870
7007.444 3285.514 20.558 20.110 0.449
7100.047 3264.597 21.410 20.922 0.488
7101.921 3332.368 22.997 22.282 0.715
7103.509 3313.508 22.855 22.160 0.695
7111.357 3349.313 22.812 22.024 0.789
7172.548 3323.115 23.911 23.034 0.877
7177.864 3273.298 22.323 21.650 0.673
7182.453 3290.352 22.788 22.101 0.687
6875.734 3351.412 21.832 21.264 0.569
6922.559 3349.931 21.010 20.475 0.535
6938.394 3284.638 22.230 21.615 0.615
6959.220 3290.159 21.929 21.365 0.564
2912.739 3257.215 22.707 22.006 0.701
2959.444 3355.008 22.610 21.933 0.677
2979.637 3330.026 21.597 21.069 0.529
3000.981 3367.289 22.643 21.970 0.673
2864.742 3358.148 23.519 22.671 0.848
3205.387 3339.527 21.157 20.666 0.491
6787.615 3319.125 21.935 21.359 0.576
6794.446 3262.200 21.733 21.191 0.543
3082.365 3288.397 22.021 21.429 0.592
6646.201 3327.355 23.218 22.462 0.757
6660.845 3275.120 20.814 20.361 0.453
6688.057 3275.982 22.887 22.186 0.701
6700.055 3304.751 22.796 22.108 0.688
6470.259 3292.072 21.455 20.939 0.516
3256.357 3260.445 20.572 20.108 0.464
3269.221 3326.405 20.956 20.477 0.479
3274.261 3332.901 20.669 20.204 0.465
3278.356 3279.806 22.913 22.172 0.741
3288.563 3337.452 21.189 20.690 0.499
3330.624 3295.371 20.928 20.447 0.481
6594.848 3373.259 21.713 21.146 0.567
6614.808 3328.255 23.585 22.771 0.814
3507.903 3259.425 20.456 20.005 0.451
3555.930 3306.595 21.898 21.311 0.587
3610.738 3355.922 22.312 21.621 0.691
3578.358 3296.144 23.028 22.303 0.725
6027.262 3336.898 23.396 22.606 0.790
6066.877 3264.484 21.837 21.263 0.573
6085.997 3301.661 22.253 21.648 0.605
6257.051 3343.604 22.899 22.185 0.714
6259.841 3336.234 21.173 20.685 0.488
6318.977 3303.099 21.858 21.300 0.558
5087.197 3298.280 22.937 22.207 0.730
5098.370 3300.792 22.806 22.144 0.662
5138.649 3291.471 21.455 20.922 0.533
5061.621 3259.492 23.446 22.596 0.850
5081.883 3330.894 23.604 22.617 0.986
5096.334 3296.575 23.212 22.501 0.711
5162.504 3326.703 23.753 22.871 0.881
6169.885 3325.495 20.804 20.349 0.455
6189.592 3343.727 22.905 22.208 0.696
6209.162 3344.968 22.557 21.904 0.652
6249.025 3336.006 20.923 20.450 0.474
3871.781 3261.382 22.682 21.998 0.684
3895.085 3287.184 23.468 22.636 0.832
3442.427 3284.521 20.741 20.276 0.465
3487.759 3262.931 22.163 21.555 0.608
3441.941 3319.916 23.069 22.150 0.919
3444.720 3269.401 23.440 22.630 0.809
4281.959 3301.038 21.813 21.149 0.664
3769.132 3271.235 22.643 21.950 0.693
3739.662 3339.900 23.261 22.481 0.780
3775.057 3316.279 23.104 22.355 0.749
5982.447 3340.216 23.455 22.670 0.785
6000.482 3300.905 23.225 22.447 0.778
4166.917 3269.360 20.673 20.208 0.465
5538.458 3258.704 21.196 20.701 0.494
5565.477 3299.114 22.434 21.784 0.650
5609.934 3325.786 22.889 22.194 0.695
5617.079 3373.034 22.855 22.166 0.689
5618.037 3343.448 21.211 20.709 0.502
5656.028 3297.231 23.067 22.325 0.743
5664.213 3264.342 23.213 22.402 0.811
5672.112 3282.648 22.067 21.477 0.590
5673.205 3349.711 22.599 21.939 0.660
5758.934 3278.131 21.542 21.027 0.515
5696.222 3333.365 23.745 22.898 0.848
5758.294 3283.325 22.747 22.038 0.709
5838.664 3334.625 22.012 21.428 0.584
5883.888 3346.424 20.404 19.952 0.453
5839.783 3344.109 23.201 22.456 0.745
5363.115 3299.578 21.944 21.371 0.573
5391.353 3275.549 22.598 21.937 0.660
5385.016 3295.473 23.281 22.488 0.793
5405.078 3283.487 23.682 22.754 0.928
5440.285 3320.778 20.649 20.205 0.444
5479.372 3295.106 22.421 21.785 0.636
5488.257 3332.455 23.084 22.350 0.734
3991.159 3355.062 21.773 21.226 0.547
4026.209 3263.781 20.204 19.763 0.442
4046.035 3339.711 20.906 20.440 0.466
4071.094 3314.433 20.496 20.011 0.485
4090.956 3309.900 23.577 22.726 0.851
5177.799 3369.169 21.836 21.283 0.554
5188.673 3364.124 21.885 21.317 0.567
5205.025 3298.328 22.840 22.147 0.693
5229.470 3360.489 21.516 20.993 0.523
5254.208 3352.918 22.931 22.218 0.714
5176.190 3323.658 23.565 22.743 0.822
5272.376 3325.067 23.628 22.796 0.832
4379.711 3323.496 22.624 21.947 0.678
4388.501 3340.438 22.476 21.816 0.659
4389.809 3304.312 22.107 21.513 0.594
4391.185 3271.098 22.225 21.615 0.611
4451.712 3363.088 20.602 20.142 0.460
4947.135 3333.919 20.406 19.957 0.450
4971.898 3282.686 21.872 21.312 0.561
5040.739 3256.818 22.075 21.482 0.594
4823.348 3302.453 21.774 21.224 0.550
4878.772 3344.960 22.435 21.789 0.646
4881.773 3327.851 22.753 22.058 0.695
4910.887 3300.881 20.398 19.962 0.436
4819.084 3361.245 23.500 22.663 0.837
4907.543 3330.859 23.449 22.675 0.774
4518.683 3350.165 23.426 22.630 0.796
4796.770 3260.558 23.289 22.517 0.773
4744.991 3344.501 23.497 22.659 0.838
4781.997 3277.106 23.231 22.466 0.765
4576.559 3296.476 21.935 21.366 0.569
4603.599 3300.124 22.401 21.686 0.715
4615.913 3274.365 20.595 20.135 0.460
1814.823 3435.430 21.934 21.273 0.662
7578.131 3407.368 21.127 20.649 0.478
7529.099 3404.353 22.527 21.873 0.654
7538.809 3456.431 21.346 20.851 0.495
1818.790 3407.126 23.474 22.647 0.827
7338.545 3408.584 21.371 20.633 0.738
7381.894 3379.697 20.349 19.921 0.428
7416.161 3434.666 20.621 20.172 0.449
2009.957 3478.444 21.531 20.999 0.532
2014.560 3459.726 20.844 20.371 0.473
2082.629 3408.616 21.064 20.575 0.489
2182.714 3400.677 23.344 22.527 0.817
2187.483 3415.513 20.626 20.150 0.476
2257.472 3464.223 22.917 22.192 0.725
2228.026 3477.466 23.925 23.040 0.885
7269.908 3417.737 20.752 20.278 0.474
7279.049 3453.565 22.128 21.533 0.595
7287.940 3421.793 22.823 22.202 0.621
7320.988 3472.242 23.509 22.653 0.856
7150.066 3487.198 20.711 20.261 0.450
7138.321 3378.831 23.561 22.749 0.812
7203.654 3445.357 22.597 21.935 0.661
2421.661 3462.971 21.797 21.234 0.563
2446.109 3461.819 23.262 22.529 0.733
2493.766 3476.733 22.137 21.523 0.615
2513.911 3429.348 21.891 21.319 0.572
2484.188 3411.948 23.532 22.716 0.816
2555.597 3441.071 21.581 21.033 0.548
2587.474 3483.811 23.140 22.340 0.800
2591.725 3494.438 20.532 20.076 0.456
6988.380 3482.973 21.099 20.598 0.501
7042.392 3494.025 22.745 22.048 0.697
6861.829 3386.801 22.948 22.239 0.708
6907.395 3485.135 23.167 22.423 0.743
6937.615 3415.055 23.811 22.909 0.902
2785.448 3394.373 23.196 22.422 0.774
4005.495 3394.419 20.529 20.073 0.456
4074.130 3380.034 22.008 21.415 0.593
4084.326 3435.485 22.876 22.155 0.721
4005.941 3396.529 22.705 21.989 0.716
4073.729 3440.601 23.610 22.760 0.849
2942.470 3419.255 22.173 21.563 0.610
2984.125 3458.749 23.925 23.029 0.896
2917.629 3469.942 23.882 22.990 0.892
6263.171 3477.660 20.418 19.987 0.431
6323.708 3420.194 22.671 21.969 0.702
6342.545 3477.415 21.890 21.313 0.577
6360.087 3376.249 22.406 21.781 0.626
6374.873 3488.911 21.709 21.174 0.535
3110.612 3405.316 23.778 22.927 0.851
3868.105 3419.415 23.879 22.999 0.880
6021.871 3430.062 22.167 21.566 0.601
6069.126 3474.363 22.931 22.216 0.715
6079.509 3452.380 22.857 22.168 0.689
3755.865 3403.927 22.651 21.972 0.680
3777.850 3436.606 22.380 21.745 0.635
4172.904 3412.665 22.437 21.784 0.653
4180.374 3428.855 22.576 21.905 0.671
4196.715 3440.868 23.375 22.509 0.866
5550.744 3445.264 20.519 20.077 0.442
5552.336 3451.741 20.964 20.492 0.472
5561.914 3427.084 20.296 19.866 0.429
5593.774 3398.546 22.654 21.985 0.668
3171.949 3402.867 22.601 21.807 0.793
3240.457 3450.448 20.699 20.231 0.468
3251.242 3486.980 23.904 22.993 0.911
3653.115 3431.945 20.814 20.338 0.476
3676.750 3423.125 22.638 21.954 0.685
3679.899 3448.922 22.712 21.991 0.721
3531.643 3400.191 22.122 21.518 0.603
3604.925 3426.579 23.297 22.513 0.784
6618.805 3414.773 23.301 22.508 0.793
6654.331 3389.704 22.775 22.103 0.671
6668.007 3494.622 22.388 21.752 0.637
6675.505 3379.301 21.886 21.325 0.561
6715.558 3483.675 22.292 21.438 0.854
5805.200 3401.100 22.918 22.211 0.708
5814.502 3433.901 20.835 20.366 0.468
5871.454 3491.599 22.986 22.268 0.719
5796.002 3475.380 23.804 22.942 0.862
5733.022 3394.290 22.087 21.500 0.587
5740.759 3446.978 20.661 20.197 0.465
5747.175 3379.750 23.148 22.412 0.736
5942.524 3416.308 22.703 22.044 0.659
5968.792 3400.575 21.338 20.827 0.511
6158.732 3414.340 22.390 21.771 0.619
6205.774 3411.838 23.134 22.381 0.753
3397.049 3466.767 22.209 21.588 0.620
3401.814 3408.494 20.806 20.330 0.476
3433.538 3495.754 22.229 21.600 0.630
3442.927 3488.702 21.807 21.245 0.562
5458.551 3411.355 23.440 22.621 0.819
5297.856 3407.383 22.988 22.272 0.716
4256.735 3411.336 21.237 20.746 0.492
4263.040 3379.957 21.943 21.379 0.564
4273.109 3423.122 22.445 21.812 0.633
4236.683 3405.329 23.941 23.090 0.851
4245.511 3412.203 23.772 22.899 0.873
4330.138 3454.358 23.882 22.986 0.896
3290.454 3381.589 23.057 22.343 0.714
3303.563 3475.365 22.463 21.794 0.669
3316.609 3430.380 20.753 20.288 0.465
3278.184 3439.010 23.572 22.732 0.840
3346.993 3394.174 23.063 22.310 0.753
6377.184 3400.052 22.108 21.519 0.589
6482.358 3379.162 23.667 22.833 0.834
5196.363 3380.267 21.260 20.762 0.498
5218.133 3489.515 20.924 20.459 0.465
5252.529 3478.795 20.600 20.152 0.448
6509.535 3388.464 23.182 22.421 0.761
6561.710 3411.545 23.159 22.432 0.727
