x y mag_blue mag_red color
7127.518 6405.936 22.160 21.563 0.597
7204.581 6405.324 21.513 20.987 0.526
3040.731 6448.545 21.470 20.943 0.527
3050.550 6428.804 22.891 22.151 0.740
3069.038 6469.048 23.704 22.772 0.932
3265.463 6445.502 21.254 20.750 0.504
3313.383 6419.102 22.656 21.975 0.681
3317.160 6406.520 22.603 21.942 0.662
3347.566 6495.653 23.313 22.524 0.788
4313.406 6462.391 22.371 21.734 0.637
4322.790 6403.393 21.250 20.746 0.504
3147.425 6386.471 22.438 21.791 0.647
3159.496 6384.961 22.693 22.004 0.689
3170.569 6395.900 22.809 22.088 0.721
3178.350 6379.322 22.539 21.878 0.661
3653.515 6402.817 22.989 22.259 0.730
3678.930 6401.398 22.857 22.149 0.708
3719.991 6493.869 21.283 20.776 0.507
3675.497 6436.972 23.739 22.900 0.839
3697.374 6468.399 23.994 23.031 0.963
3713.483 6480.315 23.205 22.422 0.784
3496.729 6482.706 22.341 21.715 0.626
3519.311 6406.311 20.977 20.500 0.478
4109.022 6494.452 20.322 19.887 0.434
4142.343 6430.483 21.834 21.269 0.566
4147.276 6473.172 22.126 21.534 0.593
4162.247 6436.586 21.566 21.024 0.542
4191.972 6393.662 22.545 21.932 0.614
4190.145 6416.138 23.321 22.525 0.796
6049.223 6494.458 20.491 20.060 0.431
6084.624 6472.798 22.458 21.822 0.636
6108.812 6412.217 20.878 20.421 0.458
6078.788 6379.573 22.968 22.256 0.712
6910.045 6437.739 22.316 21.714 0.602
6933.368 6466.795 22.904 22.198 0.706
6239.933 6409.273 21.846 21.291 0.555
6241.546 6426.145 21.885 21.280 0.605
6255.880 6411.691 22.271 21.667 0.604
6179.686 6395.805 23.276 22.499 0.776
6231.708 6462.512 23.730 22.866 0.864
3387.986 6472.283 21.469 20.940 0.529
3409.773 6400.952 21.030 20.539 0.492
3410.815 6423.737 22.970 22.241 0.729
3468.336 6417.884 21.399 20.881 0.517
3475.931 6427.401 21.672 21.121 0.551
6396.350 6415.847 20.998 20.538 0.460
6404.891 6399.937 21.428 20.922 0.506
6413.497 6457.158 20.868 20.406 0.461
6488.663 6420.720 22.905 22.223 0.683
6433.429 6393.901 23.875 22.984 0.891
5099.579 6450.251 23.132 22.393 0.739
5113.161 6490.674 20.563 20.128 0.435
5119.373 6490.858 22.282 21.680 0.601
5112.649 6416.277 23.847 22.992 0.855
6321.991 6483.594 21.735 21.192 0.543
6987.123 6377.127 21.952 21.387 0.565
7032.666 6489.017 22.973 22.279 0.694
6573.153 6387.068 21.659 21.129 0.530
6507.090 6489.911 23.807 22.952 0.855
6757.715 6391.932 22.071 21.486 0.585
6765.241 6396.570 22.779 22.098 0.682
6767.713 6462.709 21.675 21.126 0.548
6800.895 6398.977 21.298 20.756 0.542
3748.141 6469.402 23.292 22.512 0.780
3767.764 6442.121 20.747 20.320 0.427
3817.539 6487.372 23.691 22.827 0.863
3836.753 6491.789 23.192 22.439 0.753
4401.586 6411.677 22.465 21.818 0.647
4413.944 6424.322 22.913 22.197 0.716
4430.115 6483.566 22.853 22.105 0.748
4359.935 6428.824 23.063 22.253 0.810
4613.503 6453.622 22.726 22.197 0.529
4044.109 6434.424 21.702 21.155 0.547
4065.537 6412.538 23.462 22.655 0.806
3978.443 6389.227 23.641 22.786 0.855
4018.857 6456.716 23.944 23.091 0.853
4062.545 6484.477 23.561 22.746 0.814
6657.185 6438.408 21.353 20.852 0.501
6663.408 6462.197 22.935 22.229 0.707
6637.692 6427.180 23.387 22.593 0.793
4824.191 6495.953 21.774 21.218 0.556
4836.343 6432.257 20.654 20.203 0.451
4850.995 6466.752 21.456 20.931 0.524
4891.554 6457.648 23.320 22.551 0.770
4896.727 6419.706 23.990 23.111 0.878
3944.340 6422.326 23.467 22.669 0.797
3964.430 6451.645 20.871 20.348 0.523
3975.120 6406.176 21.087 20.602 0.485
3947.176 6398.248 23.338 22.532 0.806
4990.155 6422.162 21.401 20.892 0.509
4976.581 6495.359 23.399 22.604 0.795
4490.261 6391.964 22.364 21.737 0.627
4534.160 6418.936 23.045 22.310 0.735
4549.897 6463.929 20.351 19.914 0.437
4705.107 6450.700 21.135 20.651 0.484
4713.398 6392.616 22.745 22.072 0.672
4772.394 6435.493 21.515 21.005 0.511
4773.779 6415.082 20.904 20.426 0.478
4714.333 6386.141 23.254 22.467 0.787
4811.737 6468.380 23.924 23.017 0.906
5951.649 6473.113 22.301 21.684 0.617
5917.496 6455.318 23.900 23.017 0.884
5719.719 6438.788 21.592 21.076 0.516
5750.948 6379.415 22.094 21.498 0.596
5689.933 6450.660 23.484 22.680 0.805
5339.303 6493.243 22.312 21.700 0.612
5360.685 6380.005 20.224 19.802 0.422
5365.517 6467.673 20.830 20.376 0.454
5402.804 6433.142 21.271 20.779 0.492
5299.207 6418.777 20.619 20.165 0.454
5379.259 6438.484 23.171 22.327 0.844
5405.003 6451.352 23.752 22.942 0.810
5485.856 6473.752 23.461 22.661 0.800
5506.220 6383.377 23.660 22.809 0.851
5179.699 6432.321 23.071 22.364 0.707
5221.638 6437.340 20.500 20.065 0.435
5227.304 6403.347 22.078 21.488 0.590
5246.500 6463.375 21.161 20.717 0.444
5177.264 6403.666 23.556 22.756 0.800
5192.376 6490.537 23.758 22.908 0.851
5219.585 6414.454 23.300 22.542 0.758
5275.348 6412.915 22.213 21.616 0.597
5293.476 6460.833 23.356 22.556 0.800
5545.245 6453.068 21.898 21.335 0.563
5613.631 6459.755 22.076 21.503 0.573
5629.662 6486.553 21.661 21.131 0.530
5536.684 6376.486 23.331 22.569 0.762
5594.614 6397.736 22.887 22.205 0.682
5606.816 6458.745 23.392 22.578 0.814
8250.832 6536.448 21.839 21.278 0.561
8086.741 6534.824 22.729 22.067 0.662
8091.148 6560.684 23.240 22.410 0.830
8105.525 6524.221 22.430 21.801 0.630
7829.941 6504.806 21.633 21.021 0.612
7834.304 6541.886 23.145 22.374 0.770
2666.200 6522.150 22.965 22.165 0.800
2748.224 6538.148 23.391 22.589 0.802
2769.641 6536.440 21.827 21.187 0.640
7704.295 6608.745 23.775 22.931 0.843
7749.834 6529.046 23.493 22.729 0.764
7756.064 6520.305 23.099 22.350 0.749
7808.195 6521.335 23.067 22.319 0.747
2829.763 6602.312 23.325 22.408 0.917
2798.512 6505.890 23.999 23.050 0.949
2872.713 6534.096 23.782 22.923 0.859
7387.747 6520.823 23.403 22.623 0.780
7394.409 6523.016 23.615 22.797 0.818
7341.045 6528.520 23.986 23.130 0.856
7182.898 6583.968 22.236 21.637 0.599
7214.819 6536.244 23.827 22.987 0.840
7335.538 6528.448 20.268 19.847 0.420
2897.268 6538.027 23.117 22.418 0.700
2931.707 6536.227 22.643 21.967 0.676
2940.981 6555.852 23.403 22.485 0.918
2955.311 6530.219 20.745 20.277 0.467
2958.894 6499.277 23.529 22.690 0.838
3166.943 6568.286 23.165 22.410 0.755
3163.626 6523.577 23.539 22.684 0.854
6891.304 6527.872 21.020 20.547 0.473
6894.033 6578.368 22.051 21.417 0.635
6915.196 6597.524 22.819 22.129 0.690
6920.621 6601.705 22.509 21.863 0.646
6952.402 6579.931 23.929 23.056 0.872
6383.175 6572.099 21.914 21.355 0.559
6486.439 6554.297 20.551 20.108 0.443
6409.176 6513.749 23.580 22.715 0.866
6437.526 6556.177 23.529 22.706 0.822
7063.482 6503.107 21.319 20.828 0.490
7013.276 6570.052 21.512 21.005 0.507
7014.194 6538.200 23.277 22.500 0.777
7037.822 6590.225 22.477 21.835 0.643
6800.586 6606.351 23.049 22.310 0.740
6829.921 6498.425 20.894 20.412 0.482
6842.646 6544.393 21.119 20.626 0.493
6852.980 6524.791 21.635 21.014 0.621
6719.754 6561.869 21.178 20.693 0.486
6640.311 6496.248 23.548 22.720 0.828
3261.021 6497.541 20.817 20.338 0.479
3338.223 6524.572 21.061 20.569 0.491
3349.018 6573.770 21.516 20.991 0.525
3359.056 6552.246 22.279 21.659 0.619
3637.177 6567.389 22.493 21.841 0.652
3640.945 6593.224 22.482 21.845 0.637
3643.769 6602.212 22.871 22.036 0.835
3653.295 6574.961 22.604 21.925 0.679
3672.410 6505.791 22.133 21.528 0.605
3678.407 6606.682 22.568 21.887 0.681
3716.548 6508.277 20.436 19.987 0.449
3718.771 6599.895 22.571 21.909 0.661
3722.425 6595.346 21.695 21.156 0.539
3664.786 6539.648 23.688 22.849 0.839
3673.684 6588.812 23.542 22.717 0.825
3724.141 6528.355 23.385 22.589 0.796
3749.460 6534.246 21.305 20.799 0.506
3803.603 6509.037 22.772 22.075 0.697
3442.266 6584.892 23.473 22.657 0.816
6571.560 6544.435 22.756 22.055 0.701
6594.987 6609.995 21.517 20.995 0.522
6160.434 6586.927 22.410 21.815 0.594
6171.083 6553.472 21.831 21.269 0.562
6185.382 6594.143 23.238 22.477 0.760
6188.020 6576.984 23.891 23.049 0.842
6287.382 6505.888 22.539 21.892 0.648
6296.432 6549.240 22.025 21.454 0.571
6304.535 6565.613 23.211 22.438 0.773
6331.248 6500.998 23.805 22.942 0.863
6028.917 6561.491 21.954 21.402 0.552
6050.747 6579.189 21.169 20.678 0.491
6097.545 6551.123 22.164 21.569 0.595
6029.922 6524.535 22.713 22.037 0.676
6064.179 6521.789 23.548 22.746 0.802
5789.457 6554.545 20.691 20.243 0.449
5835.761 6575.227 22.385 21.780 0.605
5879.626 6583.999 20.333 19.903 0.431
5886.669 6609.955 20.343 19.914 0.429
5895.761 6519.453 21.956 21.390 0.566
5821.692 6533.076 23.176 22.416 0.759
5824.598 6596.520 23.062 22.323 0.739
4338.304 6499.623 21.724 21.174 0.550
4344.783 6526.995 21.977 21.400 0.577
4375.289 6516.986 21.417 20.893 0.524
5961.746 6612.716 21.178 20.675 0.503
5905.496 6587.468 23.793 22.965 0.829
5908.309 6500.722 23.508 22.715 0.793
5933.092 6613.405 23.239 22.473 0.765
5978.905 6541.283 23.742 22.983 0.759
5093.577 6592.816 21.842 21.297 0.546
5113.804 6579.516 20.699 20.245 0.454
5119.194 6533.984 22.476 21.838 0.638
5173.497 6593.163 23.156 22.405 0.751
5058.730 6550.471 23.999 23.110 0.889
5114.460 6575.483 22.669 22.025 0.644
4467.257 6599.495 20.408 19.969 0.439
4521.752 6611.583 21.433 20.921 0.512
4575.262 6508.891 20.276 19.843 0.434
4522.166 6535.449 23.263 22.516 0.747
4098.263 6522.562 22.871 22.164 0.707
4103.935 6545.109 22.091 21.481 0.610
4146.898 6549.985 22.946 22.199 0.748
4153.816 6572.241 21.512 20.970 0.542
4154.865 6528.677 23.100 22.348 0.752
4712.303 6497.542 20.858 20.334 0.525
4797.503 6570.791 22.803 22.108 0.695
4804.037 6593.577 22.074 21.490 0.584
4806.871 6567.575 21.531 21.001 0.530
4792.786 6501.980 23.891 23.000 0.891
3883.849 6528.611 21.776 21.224 0.552
3927.739 6589.295 22.474 21.814 0.660
3940.556 6605.561 21.551 21.009 0.542
3953.574 6527.199 23.009 22.283 0.725
4223.232 6587.721 22.363 21.710 0.653
4287.864 6605.862 22.853 22.145 0.708
4299.202 6541.041 22.043 21.398 0.645
4660.416 6527.231 22.956 22.236 0.720
4670.855 6578.351 23.164 22.320 0.844
4683.896 6510.108 22.317 21.700 0.617
4580.004 6514.471 23.735 22.848 0.887
4847.780 6548.355 21.557 21.031 0.526
4877.691 6611.311 23.029 22.293 0.736
4880.234 6603.124 20.516 20.055 0.461
4883.923 6573.844 22.343 21.738 0.605
4924.141 6573.124 21.940 21.377 0.563
4823.382 6541.597 23.533 22.732 0.801
4986.174 6563.898 22.717 22.030 0.686
4989.532 6549.052 20.454 20.025 0.429
5035.782 6547.318 20.856 20.400 0.456
5045.988 6547.097 21.043 20.574 0.468
4954.667 6595.660 23.901 23.032 0.869
4956.421 6497.609 23.559 22.758 0.801
4982.308 6591.908 23.790 22.920 0.870
5008.424 6496.690 23.951 23.043 0.908
3992.791 6533.374 22.910 22.151 0.759
4065.073 6586.065 22.450 21.793 0.657
4080.729 6562.076 23.433 22.640 0.793
4016.400 6546.515 23.849 22.985 0.864
5208.014 6547.466 22.666 22.002 0.665
5259.216 6503.678 21.900 21.331 0.570
5278.809 6580.487 23.290 22.424 0.865
5632.765 6527.490 21.973 21.376 0.597
5673.559 6521.131 20.648 20.213 0.436
5423.924 6500.679 20.346 19.917 0.430
5390.352 6610.827 20.440 20.016 0.424
5405.344 6610.086 22.218 21.630 0.588
5316.541 6522.808 23.148 22.426 0.722
5343.378 6603.792 20.472 20.045 0.427
7753.245 6666.770 23.304 22.583 0.721
7610.555 6722.873 23.823 22.842 0.981
7618.815 6681.283 21.579 21.063 0.516
2703.006 6695.802 22.683 21.990 0.693
2726.104 6727.458 23.859 22.938 0.921
2740.593 6627.279 20.706 20.237 0.468
2711.990 6634.716 23.854 22.973 0.881
7506.377 6732.341 23.810 22.889 0.921
7515.312 6723.314 23.020 22.316 0.705
7525.270 6702.259 21.225 20.738 0.487
2777.167 6710.977 22.178 21.556 0.622
2873.699 6637.939 22.684 22.000 0.684
2834.336 6669.406 23.646 22.872 0.774
2836.606 6674.137 23.613 22.765 0.848
7357.940 6616.655 22.667 21.988 0.679
7403.608 6715.059 22.285 21.669 0.616
2978.822 6707.062 21.659 21.112 0.548
7097.106 6696.954 20.500 19.981 0.519
7186.874 6633.520 22.365 21.738 0.627
6916.325 6712.292 23.877 23.019 0.857
6945.452 6669.792 20.803 20.349 0.454
6954.099 6640.241 23.465 22.672 0.793
6973.295 6702.781 23.306 22.540 0.767
7061.189 6683.773 21.461 20.940 0.521
7081.046 6686.688 22.029 21.458 0.571
6385.979 6640.331 20.993 20.514 0.479
6428.087 6733.908 22.027 21.444 0.583
6460.972 6622.631 22.108 21.505 0.604
6476.936 6723.454 21.245 20.676 0.569
6390.500 6691.819 23.444 22.544 0.901
6449.900 6618.377 23.774 22.930 0.844
6453.739 6715.136 23.442 22.643 0.798
3936.741 6661.819 22.964 22.253 0.711
3929.416 6681.483 23.892 22.996 0.897
3413.431 6624.487 21.753 21.198 0.554
3421.139 6651.127 22.779 22.090 0.688
3447.688 6705.690 22.991 22.252 0.739
3471.789 6624.552 20.928 20.468 0.460
3484.619 6629.269 21.784 21.223 0.561
3421.221 6659.782 23.549 22.689 0.860
3457.457 6714.541 23.826 22.951 0.875
3755.443 6678.253 21.617 21.032 0.586
3762.776 6639.531 23.046 22.312 0.734
3762.577 6653.046 22.214 21.592 0.622
3808.322 6722.748 21.575 21.041 0.534
3775.284 6727.119 23.270 22.389 0.881
3276.591 6717.218 20.727 20.257 0.470
3292.455 6631.899 20.674 20.157 0.517
3682.425 6671.555 23.140 22.404 0.735
6639.827 6674.540 22.742 22.067 0.675
6688.491 6630.931 22.412 21.773 0.639
6714.491 6730.494 20.302 19.862 0.440
5067.810 6703.677 22.111 21.535 0.577
5118.844 6720.156 23.987 23.096 0.891
6175.172 6703.847 20.849 20.388 0.462
6150.834 6643.605 23.602 22.779 0.823
6168.616 6674.310 23.336 22.578 0.758
4519.315 6681.973 22.822 22.026 0.796
4573.083 6678.488 22.155 21.567 0.589
4505.359 6618.182 23.968 23.066 0.902
4586.143 6662.761 21.923 21.358 0.564
4601.963 6663.018 21.544 21.016 0.528
4620.235 6639.175 23.524 22.719 0.805
4691.203 6690.344 22.394 21.765 0.629
6314.562 6715.686 21.675 21.142 0.533
6325.654 6616.956 21.402 20.894 0.508
6334.162 6697.321 21.735 21.197 0.538
6339.720 6674.370 21.579 21.057 0.522
4146.975 6641.606 20.265 19.832 0.433
4154.866 6727.774 22.295 21.683 0.613
4188.157 6679.720 21.517 20.984 0.532
4157.823 6690.531 23.751 22.910 0.840
3506.750 6654.165 22.166 21.562 0.604
3530.366 6732.328 20.980 20.502 0.478
3590.612 6679.721 23.413 22.606 0.807
5916.918 6666.585 23.488 22.732 0.756
4017.537 6657.203 21.062 20.576 0.486
4074.783 6656.849 20.745 20.282 0.463
3993.006 6735.328 23.720 22.859 0.861
4035.602 6721.484 23.742 22.834 0.908
4232.169 6659.436 21.491 20.976 0.515
4275.235 6638.072 22.896 22.161 0.736
4319.636 6673.858 22.430 21.786 0.644
4219.245 6711.680 23.900 23.021 0.879
4985.059 6711.807 21.427 20.921 0.506
4990.504 6695.185 22.509 21.875 0.634
4997.837 6634.454 23.189 22.430 0.759
5029.512 6624.102 23.073 22.333 0.740
5033.689 6694.991 22.575 21.929 0.646
5014.894 6717.001 23.646 22.821 0.825
4359.408 6719.268 20.745 20.287 0.458
4376.184 6626.638 21.156 20.670 0.485
4395.674 6648.344 22.416 21.791 0.625
4417.095 6681.549 20.208 19.770 0.438
4392.559 6617.388 23.903 23.041 0.863
4817.046 6674.370 20.788 20.339 0.449
4877.107 6620.866 23.046 22.309 0.737
4830.458 6720.940 23.263 22.488 0.775
4837.628 6677.782 21.887 21.264 0.623
6544.428 6655.366 20.643 20.188 0.455
6533.455 6708.700 23.942 23.062 0.880
6550.236 6650.105 23.845 22.948 0.897
6591.458 6717.706 21.544 21.009 0.535
4698.844 6631.002 22.941 22.222 0.719
4762.717 6718.980 22.215 21.605 0.610
4790.834 6619.410 23.291 22.503 0.788
4795.245 6687.868 21.718 21.178 0.539
4802.218 6631.822 21.617 21.085 0.532
4809.287 6711.697 22.617 21.965 0.652
4745.604 6643.064 23.037 22.330 0.707
4813.497 6657.310 23.669 22.824 0.845
5862.629 6702.936 22.707 22.037 0.670
5895.699 6618.227 21.391 20.832 0.559
5626.150 6619.767 21.332 20.826 0.505
5559.214 6728.630 22.929 22.117 0.812
5608.400 6621.569 23.707 22.708 0.999
5194.549 6644.021 22.115 21.531 0.584
5239.539 6691.710 22.407 21.775 0.632
5221.429 6710.136 23.202 22.453 0.749
5277.507 6726.529 23.628 22.825 0.803
5683.127 6656.621 22.499 21.732 0.767
5299.482 6635.435 22.560 21.917 0.643
5300.792 6666.194 20.613 20.174 0.438
5316.348 6688.109 20.601 20.153 0.448
5361.815 6639.798 21.971 21.409 0.561
5426.190 6702.294 23.524 22.744 0.780
5429.653 6628.872 23.041 22.309 0.732
5421.040 6661.600 23.922 23.048 0.874
2685.717 6753.966 21.351 20.833 0.518
2775.170 6832.669 21.192 20.679 0.513
2699.580 6746.203 23.614 22.762 0.852
2768.039 6780.542 23.590 22.729 0.862
7254.589 6838.324 22.822 22.158 0.664
7283.908 6767.911 22.629 21.965 0.664
7333.476 6757.371 21.807 21.246 0.562
2784.978 6829.666 22.427 21.805 0.622
2867.849 6791.377 22.817 22.108 0.709
2879.609 6815.547 23.032 22.290 0.743
7428.717 6769.787 23.831 22.951 0.880
7452.015 6811.059 22.334 21.691 0.643
7454.109 6736.679 22.198 21.596 0.602
7036.047 6767.410 23.750 22.853 0.897
7043.477 6828.662 22.522 21.866 0.656
7045.244 6802.361 23.188 22.413 0.775
7073.039 6802.430 21.420 20.910 0.509
7089.494 6808.957 21.951 21.381 0.570
7094.863 6806.633 20.944 20.482 0.461
7077.306 6802.000 22.834 22.220 0.615
2957.487 6839.912 21.070 20.604 0.466
7108.809 6740.110 23.005 22.256 0.748
7203.427 6787.128 22.543 21.869 0.674
7211.342 6790.155 23.990 23.141 0.848
3036.396 6764.145 22.756 22.057 0.699
3050.492 6846.619 22.235 21.633 0.603
3073.294 6805.833 23.571 22.708 0.864
3079.493 6802.421 21.352 20.834 0.517
3089.796 6810.968 21.749 21.192 0.557
3070.042 6747.030 23.590 22.638 0.952
6872.495 6855.398 21.841 21.288 0.554
6874.702 6781.936 23.888 22.995 0.893
6966.593 6743.349 21.586 21.053 0.533
6705.278 6848.169 23.727 22.876 0.851
6717.436 6830.855 23.926 22.939 0.987
3201.596 6768.521 20.337 19.895 0.441
3241.044 6739.152 22.201 21.585 0.615
3250.560 6758.140 21.712 21.167 0.545
6754.392 6809.813 23.475 22.695 0.780
6779.039 6772.651 23.269 22.479 0.790
6781.503 6740.760 21.326 20.822 0.503
6812.635 6822.896 21.798 21.260 0.538
3260.028 6738.869 21.326 20.811 0.515
3287.070 6832.739 23.917 23.014 0.903
3337.966 6832.699 20.961 20.477 0.485
6551.695 6747.608 22.819 22.128 0.690
6583.761 6849.923 21.494 20.974 0.520
3412.919 6838.652 21.305 20.800 0.505
3418.466 6738.355 23.285 22.495 0.790
3470.589 6820.704 22.118 21.521 0.598
6435.842 6839.423 22.256 21.642 0.614
3513.865 6780.921 21.718 21.146 0.572
3532.408 6760.310 22.807 22.113 0.694
3584.432 6793.237 22.268 21.641 0.626
3585.059 6765.651 22.392 21.741 0.651
3558.358 6769.968 23.832 22.988 0.844
3648.217 6740.362 22.867 22.163 0.705
3652.791 6748.020 22.980 22.248 0.732
3666.419 6815.230 22.504 21.843 0.661
3703.600 6762.332 22.131 21.541 0.590
3800.759 6738.386 21.552 21.014 0.537
6016.430 6800.855 22.708 22.019 0.689
6094.634 6833.881 21.872 21.206 0.666
6045.172 6786.158 23.755 22.959 0.796
6046.135 6832.534 23.712 22.872 0.840
6262.752 6801.283 20.755 20.298 0.457
6267.954 6741.298 22.361 21.727 0.634
6288.098 6793.212 22.743 22.065 0.679
6360.696 6791.160 20.716 20.258 0.458
6367.830 6768.254 23.269 22.484 0.784
6278.965 6852.365 22.392 21.762 0.630
6348.151 6850.097 23.867 22.979 0.888
4081.543 6773.778 23.847 22.968 0.879
4063.231 6754.531 23.628 22.787 0.842
4125.473 6854.090 21.647 21.108 0.538
4131.543 6826.419 22.965 22.234 0.731
4163.903 6737.966 21.728 21.187 0.541
4163.197 6741.696 22.950 22.218 0.733
5906.106 6789.730 21.694 21.152 0.542
5913.097 6754.280 21.655 21.118 0.538
5986.328 6822.557 22.599 21.919 0.680
5985.917 6757.656 23.252 22.493 0.759
3859.106 6825.683 23.399 22.579 0.820
3928.111 6762.461 22.907 22.077 0.830
3951.012 6784.602 20.745 20.288 0.457
4579.775 6842.321 23.369 22.559 0.810
4581.532 6804.456 21.459 20.903 0.556
4627.771 6737.708 22.476 21.834 0.642
4693.896 6852.888 23.081 22.347 0.734
4690.167 6752.700 23.585 22.752 0.834
6208.269 6816.942 21.155 20.658 0.497
6214.587 6770.723 22.132 21.541 0.591
6223.365 6828.497 20.251 19.895 0.356
6251.561 6780.170 23.558 22.718 0.840
5132.883 6781.279 22.666 22.001 0.665
5154.193 6829.661 20.882 20.418 0.464
5174.110 6854.298 20.895 20.436 0.459
4344.477 6790.717 21.439 20.930 0.509
4419.319 6788.982 23.401 22.622 0.779
4432.888 6786.668 22.039 21.465 0.574
4379.360 6815.774 23.851 22.885 0.966
4397.346 6801.820 23.897 23.020 0.877
4426.162 6791.223 23.401 22.633 0.768
4487.835 6768.084 22.746 22.056 0.690
4515.278 6818.277 20.937 20.433 0.504
4519.085 6771.996 22.820 22.120 0.701
4533.719 6767.681 20.201 19.771 0.431
4571.584 6831.388 22.291 21.663 0.628
4470.136 6819.335 23.546 22.710 0.836
4471.836 6805.435 23.444 22.619 0.825
4822.437 6789.327 21.412 20.903 0.509
4834.334 6812.096 21.254 20.761 0.492
4832.192 6838.261 22.944 22.234 0.710
4900.270 6785.102 23.884 23.013 0.871
4977.206 6742.262 21.140 20.658 0.482
4979.605 6851.147 21.430 20.926 0.504
4995.347 6818.406 21.318 20.814 0.505
5005.669 6760.072 21.743 21.208 0.535
5046.494 6848.112 22.989 22.259 0.730
4262.865 6824.956 22.815 22.114 0.702
4275.925 6825.752 22.877 22.164 0.713
4317.210 6787.366 21.811 21.261 0.550
4328.396 6840.389 21.887 21.312 0.575
4222.079 6816.618 23.929 23.071 0.858
4256.944 6780.565 23.932 23.015 0.917
5888.399 6829.690 20.942 20.475 0.467
5891.440 6746.969 23.881 22.922 0.959
5551.148 6752.675 20.972 20.500 0.472
5557.633 6773.564 22.156 21.559 0.597
5541.531 6764.132 23.811 22.956 0.854
5206.510 6756.594 20.542 20.111 0.431
5219.633 6774.218 22.555 21.910 0.645
5239.256 6854.049 23.268 22.498 0.770
5245.454 6846.439 23.243 22.491 0.753
5679.777 6797.602 23.459 22.637 0.822
5718.284 6772.904 23.081 22.320 0.761
5304.549 6781.690 21.507 20.986 0.521
5333.086 6847.526 23.033 22.314 0.720
5358.739 6751.395 23.895 23.085 0.810
5475.020 6834.205 21.474 20.954 0.519
5478.227 6756.983 21.807 21.258 0.549
5452.436 6746.538 23.837 22.971 0.865
2728.706 6949.908 21.191 20.681 0.510
2751.121 6890.389 22.082 21.468 0.614
2760.643 6869.565 23.592 22.749 0.842
2771.904 6929.634 23.984 23.108 0.876
7282.165 6894.134 23.400 22.641 0.759
2786.388 6957.931 22.121 21.529 0.592
2858.748 6971.953 22.497 21.854 0.643
7033.197 6962.037 21.849 21.276 0.573
7073.513 6874.188 22.493 21.854 0.639
2913.347 6911.693 22.301 21.664 0.637
6883.113 6918.785 22.345 21.722 0.622
6900.161 6934.173 20.313 19.871 0.442
6912.815 6902.595 20.759 20.264 0.495
6944.770 6971.409 23.295 22.472 0.822
6960.176 6865.559 22.533 21.887 0.646
6794.749 6915.509 22.667 22.005 0.662
6795.308 6868.290 22.904 22.166 0.737
6797.023 6940.242 22.526 21.885 0.641
6620.324 6938.121 22.671 21.971 0.700
6636.920 6892.663 23.430 22.531 0.899
6648.923 6918.660 23.302 22.528 0.774
6674.615 6965.847 22.620 21.953 0.668
6683.011 6913.469 23.963 23.151 0.811
6713.894 6913.534 22.268 21.638 0.630
6731.324 6939.257 23.455 23.505 -0.049
3035.199 6960.498 20.294 19.855 0.440
3023.197 6971.860 23.752 22.886 0.866
3029.423 6955.671 23.916 23.008 0.908
3085.636 6970.383 23.604 22.762 0.842
3135.078 6860.517 23.370 22.573 0.797
3147.426 6931.508 23.875 23.008 0.867
3233.264 6927.927 21.436 20.912 0.524
3171.844 6964.997 23.872 23.011 0.861
3197.922 6867.434 23.907 23.006 0.901
6390.039 6875.750 23.160 22.242 0.918
6432.923 6970.438 22.665 21.968 0.697
6455.677 6873.568 23.743 22.903 0.840
6470.342 6906.344 23.601 22.804 0.797
6501.783 6949.095 20.579 20.140 0.439
6569.213 6960.688 22.253 21.617 0.636
3266.737 6914.420 21.405 20.880 0.525
3357.157 6936.528 22.002 21.410 0.592
3390.191 6947.294 21.729 21.172 0.556
3392.569 6961.064 21.199 20.698 0.501
3400.951 6925.363 21.103 20.616 0.487
3453.593 6878.863 23.029 22.287 0.743
3455.084 6871.967 23.411 22.611 0.800
3470.500 6958.159 23.686 22.826 0.859
6333.636 6904.605 23.841 22.976 0.865
4031.342 6879.552 22.666 21.991 0.675
3589.875 6965.294 23.179 22.405 0.774
3631.093 6873.734 21.308 20.792 0.516
3668.264 6933.528 22.390 21.755 0.635
3642.597 6908.832 23.439 22.623 0.816
3644.361 6939.137 23.644 22.812 0.832
6141.009 6952.915 20.639 20.188 0.451
6166.556 6947.540 23.757 22.923 0.835
6191.131 6951.301 22.340 21.710 0.630
6232.067 6862.333 23.312 22.526 0.786
3739.155 6932.470 23.089 22.342 0.747
3772.465 6940.363 23.127 22.371 0.756
3788.148 6925.976 20.613 20.158 0.455
3839.100 6902.848 22.858 22.161 0.696
3844.713 6882.785 22.644 21.976 0.668
3845.627 6872.560 22.368 21.726 0.642
3755.979 6875.621 23.834 22.964 0.870
4521.203 6864.784 22.215 21.610 0.604
4547.169 6860.793 22.737 21.962 0.776
6090.754 6891.322 21.263 20.763 0.500
5959.725 6938.145 20.806 20.345 0.461
5896.156 6861.014 23.376 22.581 0.796
5949.351 6953.373 21.253 20.756 0.497
6003.615 6900.052 22.319 21.601 0.718
3939.694 6908.844 20.438 19.997 0.441
3895.155 6954.301 23.492 22.644 0.848
3953.548 6870.757 23.655 22.820 0.836
3895.612 6949.523 23.872 23.006 0.867
5790.885 6859.639 23.990 23.094 0.896
5862.578 6922.686 23.436 22.663 0.774
4096.441 6888.405 22.834 22.129 0.704
